Bathroom,BHK,Size,Area
2,2,7.495541943884256,0
2,2,6.56244409369372,0
3,3,7.153833801578843,0
3,3,7.090076835776092,0
2,2,6.802394763324311,0
2,2,6.620073206530356,0
3,3,7.600902459542082,0
2,2,6.855408798609928,0
3,3,7.003065458786462,0
3,3,7.170119543449628,0
1,1,6.073044534100405,0
2,2,7.138073034044347,0
2,2,6.476972362889683,0
3,3,7.495541943884256,0
2,2,6.754604099487962,0
3,3,7.599401333415815,0
2,1,6.192362489474872,0
2,3,7.003065458786462,0
2,3,6.852242569051878,0
1,1,5.298317366548036,1
2,2,6.486160788944089,0
2,2,6.78897174299217,0
3,3,7.004881989712859,0
3,3,7.132497551660044,0
1,1,6.1092475827643655,1
3,3,7.090076835776092,0
2,3,7.176254532017144,0
3,3,7.453561871643373,0
3,3,7.084226422097916,0
3,3,7.506042178518122,0
3,3,7.561121589530238,0
2,2,7.126087273299125,1
3,3,6.928537818164665,0
2,2,6.745236349484363,0
2,2,7.084226422097916,1
1,1,6.1092475827643655,1
2,2,6.763884908562435,0
3,3,7.508238774678663,0
3,3,7.508787170634276,0
3,3,7.508238774678663,1
2,2,6.590301048196686,0
2,2,6.593044534142437,0
3,3,7.437206366871292,0
2,2,7.291656209174461,0
2,3,6.803505257608338,0
2,2,6.68586094706836,0
2,2,6.985641817639208,0
3,3,7.470224135899966,1
2,2,6.674561391814426,0
1,1,6.1092475827643655,0
3,3,7.090076835776092,0
2,2,6.802394763324311,0
3,3,7.696212639346407,1
3,3,7.4205789054108005,1
3,3,7.145196134997171,0
3,3,7.599901959208498,0
3,3,7.090076835776092,0
1,1,5.991464547107982,0
2,2,6.634633357861686,0
3,3,7.396948602621014,0
2,2,7.149916836132109,1
2,2,6.665683717782408,0
2,2,6.680854678790215,0
1,2,6.396929655216146,0
2,2,6.655440350367647,0
3,3,7.313220387090301,0
2,2,6.813444599510896,0
2,3,7.090076835776092,0
2,2,6.51471269087253,0
3,3,7.090076835776092,0
2,3,7.521859252201629,0
2,2,6.80903930604298,0
2,2,6.767343125265392,0
1,1,6.739336627357174,0
3,3,7.495541943884256,0
3,3,7.194436851100335,0
3,3,7.140453043101158,0
2,3,6.98100574072173,0
2,2,6.593044534142437,0
2,3,7.203405521083095,0
2,2,6.684611727667927,0
2,3,7.3777589082278725,1
2,2,6.771935555839602,0
2,2,7.003065458786462,1
2,2,6.606650186198215,0
2,3,7.179307969504034,1
3,3,7.503289630675082,0
2,2,6.669498089857879,0
2,2,6.956545443151569,0
2,2,6.967909201801884,1
2,2,6.551080335043404,1
2,2,6.930494765951626,0
2,2,6.396929655216146,0
2,2,6.956545443151569,1
3,3,7.1284959456800365,0
2,2,6.532334292222349,0
3,3,7.559038255443384,0
3,3,7.551186867296149,0
2,2,7.1929342212158,0
2,2,6.907755278982137,0
2,2,6.846943139585379,0
1,1,6.396929655216146,0
2,2,6.598509028614515,0
2,2,6.6240652277998935,0
2,2,6.835184586147301,0
2,2,6.8308742346461795,0
3,3,7.003065458786462,0
2,2,6.907755278982137,0
3,3,7.385851078125209,0
2,3,6.894670039433482,0
2,2,6.459904454377535,0
2,2,6.476972362889683,0
3,3,7.313220387090301,0
2,2,6.912742820493176,0
3,3,7.140453043101158,0
2,2,6.476972362889683,0
3,3,7.090076835776092,0
3,3,7.150701457592526,0
2,2,6.75343791859778,0
2,2,6.71295620067707,0
3,3,7.090076835776092,0
3,3,7.1316985104669115,0
3,3,7.163946684342547,0
3,3,7.346010209913293,0
2,2,6.822197390620491,0
2,3,7.059617628291383,0
2,2,6.8658910748834385,0
2,2,6.860663671448287,1
2,2,6.551080335043404,1
2,2,7.495541943884256,1
3,3,7.192182058713246,0
2,1,6.3818160174060985,0
2,2,6.810142450115136,0
3,3,7.52294091807237,1
2,2,7.312553498102598,0
2,3,6.894670039433482,0
2,2,6.720220155135295,0
3,3,7.090076835776092,0
1,2,6.345636360828596,1
3,3,7.175489713624222,0
3,3,6.848005274576363,0
2,2,6.769641976852503,0
2,2,6.837332814685591,0
3,3,7.677400430514807,0
2,3,7.3777589082278725,0
3,3,7.003065458786462,0
2,2,6.907755278982137,1
2,2,6.548219102762372,0
3,3,7.160069207596127,0
1,1,6.306275286948016,0
3,3,7.167809184316444,0
3,3,7.3632795869630385,0
2,2,6.740519359606223,0
2,2,6.787844982309579,0
2,2,6.680854678790215,0
2,2,6.727431724850855,0
2,2,6.309918278226516,1
3,3,7.003065458786462,0
3,3,7.264730177929867,0
3,3,7.003065458786462,0
2,2,6.61472560020376,0
3,3,7.243512974665482,0
1,1,5.703782474656201,1
2,3,7.313220387090301,0
3,3,7.309212365692763,0
1,1,6.396929655216146,0
2,2,6.745236349484363,0
2,2,6.725033642166843,0
2,2,6.927557906278317,1
2,3,7.090076835776092,0
3,3,7.072421900537371,0
3,3,7.192182058713246,0
2,2,6.659293919683638,0
2,2,6.555356891810665,0
3,3,7.530479995245536,0
2,2,6.489204931325317,0
2,2,6.907755278982137,1
2,2,6.646390514847729,0
2,1,6.154858094016418,0
2,2,7.138866999945524,0
3,3,6.802394763324311,0
2,3,7.168579897264035,0
2,2,6.620073206530356,0
2,2,6.476972362889683,0
2,2,6.720220155135295,0
2,3,6.90975328164481,1
2,2,6.70073110954781,0
2,2,6.776506992372183,0
3,3,7.56734567601324,0
3,3,7.090076835776092,0
2,2,6.835184586147301,0
2,1,6.2878585601617845,0
3,3,7.527255919373784,0
2,2,7.104144092987527,1
2,2,6.561030665896573,0
1,2,6.697034247666484,0
3,3,7.01211529430638,0
2,2,6.703188113240863,0
3,3,7.090076835776092,0
3,3,7.090076835776092,0
2,2,6.51471269087253,0
2,2,6.956545443151569,0
3,3,7.003065458786462,0
3,3,7.522400231387125,0
3,3,7.415776975415394,0
2,1,6.152732694704104,1
2,2,6.98100574072173,1
2,2,6.620073206530356,1
2,2,6.731018100482083,0
2,2,7.438383530044307,1
2,2,6.907755278982137,0
3,3,7.618251097876695,0
3,3,7.192182058713246,0
2,2,6.993932975223189,0
3,3,7.495541943884256,0
2,2,6.759255270663693,0
3,3,7.090076835776092,0
2,2,7.062191632286556,1
2,3,7.415175109613295,1
1,1,5.991464547107982,0
2,2,6.848005274576363,0
2,2,6.8308742346461795,0
2,2,6.84587987526405,0
3,3,7.110696122978827,0
2,2,6.56244409369372,0
2,3,7.090076835776092,0
2,2,6.620073206530356,1
3,3,7.110696122978827,0
2,2,6.665683717782408,0
3,3,7.090076835776092,0
2,2,6.5638555265321274,0
1,1,6.100318952020064,0
2,2,6.734591659972948,0
2,2,6.541029999189903,0
3,3,7.090076835776092,0
1,1,6.028278520230698,0
2,2,6.769641976852503,0
2,2,6.396929655216146,1
2,2,6.907755278982137,1
2,2,6.907755278982137,1
2,2,6.907755278982137,0
3,3,7.3783837129967145,1
2,2,7.188412736496954,0
2,2,6.7464121285733745,0
3,3,7.191429330036379,0
1,2,6.214608098422191,1
2,2,6.401917196727186,0
2,2,7.24422751560335,1
2,3,7.3632795869630385,1
2,2,7.173958319756794,0
2,2,6.565264970035361,0
3,3,7.237059026124737,0
2,3,7.600902459542082,0
2,2,6.799055862058796,0
3,3,7.501634457883413,0
2,2,6.665683717782408,0
1,1,6.396929655216146,1
2,3,6.947937068614969,0
3,3,7.438383530044307,0
3,3,6.956545443151569,0
2,2,6.762729506931879,0
3,3,7.539027055823995,1
2,2,6.816735880594968,0
3,3,7.132497551660044,0
2,2,6.824373670043086,0
2,3,7.313220387090301,0
3,3,7.090076835776092,0
3,3,7.313220387090301,0
3,3,7.438383530044307,1
3,3,7.4949862339505335,0
2,3,7.430707082545968,1
2,2,6.586171654854675,0
2,2,6.593044534142437,0
2,2,7.090076835776092,1
2,2,6.450470422144176,0
3,3,7.090076835776092,0
2,2,6.745236349484363,1
2,2,7.336936913707618,0
1,2,6.396929655216146,1
2,2,6.745236349484363,1
3,3,7.313220387090301,0
2,2,6.576469569048224,0
2,3,7.191429330036379,0
3,3,7.4073177104694174,0
2,2,6.466144724237619,0
2,1,6.429719478039138,1
3,3,7.313220387090301,0
3,3,7.01571242048723,0
3,3,7.1808311990445555,0
2,2,6.651571873589727,0
2,3,7.349230824613334,0
2,2,6.738152494595957,0
2,2,6.513230110912307,0
3,3,7.090076835776092,0
3,3,7.520776415062797,0
3,3,7.090076835776092,0
2,3,7.2868764117507,1
2,2,6.369900982828227,0
2,2,6.905753276311464,1
2,3,7.313220387090301,0
3,3,7.310550158534422,0
2,2,6.846943139585379,0
2,2,6.476972362889683,0
3,3,7.090076835776092,0
2,2,6.616065185132817,0
3,3,7.090076835776092,0
3,3,7.0431599159883405,0
2,2,6.551080335043404,1
2,2,7.001245622069476,0
3,3,7.244941546337007,0
2,2,6.7912214627261855,0
3,3,7.121252453244542,0
2,2,6.548219102762372,0
2,2,6.802394763324311,0
3,3,7.162397497355718,0
3,3,7.502738210754851,0
3,3,7.098375638590786,0
2,2,7.122059881629142,0
2,1,6.368187186350492,0
3,3,7.0326242610280065,0
2,2,6.7464121285733745,0
1,1,5.703782474656201,0
2,2,6.52649485957079,1
1,1,6.040254711277414,0
2,2,6.862757913051401,0
2,2,6.647688373563329,0
2,3,7.278628942320682,0
3,3,7.090076835776092,0
2,2,6.626717749249025,0
2,2,6.93537044601511,0
3,3,7.16703787691222,0
3,3,7.117205503164344,0
2,2,6.688354713946762,0
2,2,6.546785410760524,0
3,3,7.109062135687172,0
3,3,7.450079569807499,0
3,3,7.313220387090301,0
3,3,7.495541943884256,0
2,2,6.54965074223381,0
3,3,7.242082359256962,0
2,2,6.2766434893416445,0
3,3,7.4977617006225685,0
2,2,7.057897937411856,1
2,2,6.78105762593618,0
2,2,6.606650186198215,1
3,3,7.05617528410041,0
2,2,6.674561391814426,0
2,2,6.745236349484363,0
2,2,6.745236349484363,1
3,3,7.1693500166706,0
3,3,7.403061091090091,0
2,2,6.507277712385012,0
2,2,6.431331081933479,0
3,3,7.121252453244542,0
2,2,6.7464121285733745,0
3,3,6.837332814685591,0
3,3,7.090076835776092,0
3,3,7.194436851100335,0
3,3,7.545389749611823,0
2,2,6.684611727667927,1
2,2,6.863803391452954,0
2,2,6.900730664045173,0
3,3,7.003065458786462,0
2,2,6.684611727667927,0
2,2,7.047517221357296,1
2,2,6.856461984594587,0
3,3,7.090076835776092,0
2,2,6.841615476477592,0
2,2,6.628041376179533,0
2,2,6.566672429803241,0
3,3,6.984716320118266,0
2,2,6.565264970035361,0
3,3,7.13966033596492,0
3,3,6.943122422819428,0
2,2,6.499787040655854,0
3,3,7.581719640125308,0
2,3,7.2875606403097235,0
3,3,7.2813856635702825,0
1,1,5.703782474656201,0
2,3,7.621195162809845,0
3,3,7.362010551259734,0
3,3,7.411556287811163,0
2,2,6.7226297948554485,0
3,3,6.956545443151569,0
2,2,7.266827347520591,1
2,2,6.831953565565855,1
2,2,6.684611727667927,1
2,2,6.893656354602635,0
3,3,7.317876198626496,0
2,1,6.336825731146441,1
1,1,6.214608098422191,1
2,3,6.894670039433482,0
2,2,6.620073206530356,0
2,2,6.840546529288687,1
3,3,7.600902459542082,0
3,3,7.165493475060845,0
3,3,7.090076835776092,0
2,2,6.620073206530356,0
3,3,7.216709486709457,0
2,2,6.588926477533519,0
3,3,7.090076835776092,0
3,3,7.415175109613295,0
3,3,7.526178913346146,0
1,1,6.396929655216146,1
2,2,6.956545443151569,0
2,2,7.072421900537371,1
3,3,7.155396301896734,0
2,2,7.00033446027523,0
1,1,6.208590026096629,0
2,1,6.154858094016418,0
3,3,7.090076835776092,0
1,2,6.1092475827643655,0
3,3,7.181591944611865,0
2,2,6.666956792429207,0
2,2,6.875232087276577,1
3,3,7.090076835776092,0
2,2,4.941642422609304,1
2,2,6.891625897052253,1
2,2,6.873163834212518,0
2,2,6.551080335043404,0
2,2,6.774223886357614,1
3,3,7.095064377287131,0
3,3,7.526717561352706,0
2,2,6.480044561926653,0
2,2,6.802394763324311,0
3,3,7.534228326274089,0
2,2,6.802394763324311,1
3,3,7.542213463193403,0
3,3,7.090076835776092,0
2,2,7.3914152346753585,0
3,3,7.588829878307813,0
3,3,7.682482446534506,0
2,2,6.476972362889683,0
2,2,6.7226297948554485,0
3,3,7.488852955733459,0
2,2,7.074963197966044,0
1,1,6.293419278846481,0
3,3,7.3914152346753585,0
2,2,6.620073206530356,0
2,2,6.663132695990803,0
2,2,6.517671272912275,0
3,3,7.113956109566034,0
3,3,7.547501682814967,0
2,2,6.863803391452954,0
2,2,7.104144092987527,0
2,3,6.970730078143525,0
2,2,6.767343125265392,0
3,3,7.242082359256962,0
2,3,7.346010209913293,0
2,2,6.670766320845874,0
2,3,7.509335266016592,0
2,2,6.597145701886651,0
1,1,6.309918278226516,1
1,2,6.551080335043404,1
2,2,6.54534966033442,0
2,2,6.396929655216146,0
2,2,7.224753405767971,0
2,2,6.802394763324311,0
2,2,6.78897174299217,0
2,2,6.684611727667927,1
2,2,6.802394763324311,1
3,3,7.4360278163518485,0
2,2,7.107425474110705,1
2,2,6.802394763324311,0
3,3,7.090076835776092,0
2,2,6.897704943128636,0
2,2,6.827629234502852,1
1,1,6.214608098422191,1
3,3,7.045776576879511,0
2,2,6.610696044717759,0
2,2,6.76849321164863,0
3,3,7.090076835776092,0
3,3,7.558516743045645,0
3,3,7.085901464365611,0
2,2,6.907755278982137,0
3,3,7.61972421378267,1
3,3,7.639161171659173,1
2,2,6.396929655216146,1
2,2,6.313548046277095,0
2,2,6.421622267806518,0
2,2,7.003065458786462,1
3,3,7.29641326877392,0
3,3,7.24422751560335,0
2,2,7.220373836723949,0
3,3,7.549609165154532,0
1,1,6.192362489474872,0
3,3,7.313220387090301,0
2,3,7.332369205929062,0
3,3,7.327123292259293,0
3,3,7.362645270417825,0
3,3,7.466227556215481,0
1,1,6.135564891081739,0
3,3,7.168579897264035,0
2,2,6.502790045915623,0
2,2,6.668228248417403,0
2,2,6.440946540632921,0
3,3,7.313220387090301,0
2,1,6.345636360828596,1
3,3,7.529406457837013,0
3,3,7.129297548929373,0
1,1,5.986452005284438,0
3,3,7.575584651557793,1
2,2,6.805722553416985,0
2,2,6.79794041297493,0
3,3,7.156176637480615,0
3,3,7.090076835776092,0
2,2,6.670766320845874,0
2,3,6.942156705699469,0
2,2,6.499787040655854,0
2,2,6.802394763324311,1
3,3,7.0909098220799835,0
3,3,7.181591944611865,0
2,2,6.620073206530356,0
2,2,6.76849321164863,0
3,3,7.090076835776092,0
3,3,7.1098794630722715,0
3,3,7.090076835776092,0
2,2,6.570882962339584,0
1,1,6.354370040797351,1
2,2,6.932447891572509,0
2,2,6.745236349484363,0
1,1,6.396929655216146,1
2,3,7.275172319452771,0
2,2,7.01211529430638,1
2,2,6.5998704992128365,0
3,3,7.090076835776092,0
3,3,7.5256399750415355,0
2,2,6.620073206530356,0
2,2,6.464588303689961,0
3,3,7.090076835776092,0
2,2,6.71295620067707,0
3,3,7.090076835776092,0
1,1,6.476972362889683,0
2,2,6.601230118728877,0
2,2,6.684611727667927,0
2,2,7.186144304522325,1
3,3,7.61085279039525,0
2,2,7.495541943884256,0
3,3,7.112327444710911,0
2,2,6.483107351457199,0
3,3,7.119635638017636,0
2,2,6.907755278982137,1
2,2,7.077498053569231,0
2,3,6.90875477931522,0
3,3,7.039660349862076,0
3,3,7.174724309836376,0
2,2,7.084226422097916,1
2,2,6.858565034791365,0
3,3,6.981934677156389,0
2,2,6.616065185132817,0
3,3,7.3537223303996315,1
2,2,6.655440350367647,0
3,3,7.090076835776092,0
3,3,7.641564441260972,1
3,3,7.218176838403408,0
2,2,6.461468176353717,0
2,2,6.626717749249025,0
3,3,7.090076835776092,0
3,3,6.899723107284872,0
2,2,4.605170185988092,0
3,3,6.824373670043086,0
3,3,7.1592919047975645,0
3,3,7.7406644019172415,0
2,2,6.8658910748834385,0
2,2,6.742880635791903,0
2,2,6.826545223556594,0
3,3,7.587310506022615,0
2,2,6.903747257584598,0
2,2,7.170119543449628,1
3,3,7.443078374348516,0
2,2,7.133295954896068,0
3,3,7.5352967024440884,0
1,1,6.12029741895095,1
2,2,7.237059026124737,1
2,2,6.476972362889683,1
2,2,6.879355804460439,0
2,2,6.46302945692067,0
2,2,6.93828448401696,0
3,3,7.532623618788788,0
2,2,6.625392368007956,0
2,2,6.551080335043404,0
1,1,6.1092475827643655,1
2,2,6.744059186311348,0
3,3,6.950814768442584,0
1,1,5.703782474656201,1
2,2,7.170119543449628,1
3,3,7.45298232946546,1
2,2,6.71174039505618,0
3,3,7.313220387090301,0
3,3,7.116394144093465,0
3,3,7.4570320891223805,0
1,2,6.309918278226516,0
2,2,6.61472560020376,0
1,1,5.991464547107982,1
3,3,7.313220387090301,0
2,2,6.863803391452954,0
1,1,6.309918278226516,0
3,3,7.113956109566034,0
2,2,6.776506992372183,0
3,3,7.275172319452771,0
3,3,6.895682697747868,0
2,2,6.652863029353347,0
1,1,6.1092475827643655,0
3,3,7.600902459542082,1
2,2,6.849066282633458,0
1,1,6.2878585601617845,1
3,3,7.615298339825815,0
2,3,7.313220387090301,0
2,2,7.107425474110705,0
2,2,6.835184586147301,1
1,1,5.703782474656201,1
3,3,7.484930283289661,1
2,2,6.802394763324311,0
2,2,6.428105272684596,0
2,2,6.9874902470009905,0
2,2,6.620073206530356,0
3,3,7.090076835776092,0
3,3,7.319202458767849,0
2,2,6.513230110912307,0
2,2,6.771935555839602,0
2,2,6.926577033222725,0
2,2,6.53813982376767,0
1,1,6.396929655216146,1
2,2,6.620073206530356,0
2,2,6.683360945766275,0
1,2,6.802394763324311,1
2,2,6.8885724595653635,0
3,3,7.438383530044307,1
1,2,6.309918278226516,0
2,2,6.618738983517219,0
2,2,6.8308742346461795,0
1,2,6.684611727667927,1
2,2,6.79794041297493,0
2,2,6.906754778648554,0
2,3,7.003065458786462,0
2,2,6.745236349484363,0
3,2,7.138866999945524,1
3,3,7.591861714889934,0
2,3,6.990256500493881,0
2,2,7.272398392570047,0
2,2,7.105786129481271,1
2,2,6.823286122355687,0
3,3,7.590346945602565,0
2,2,7.051855622955894,1
1,1,6.1092475827643655,0
2,2,6.593044534142437,0
2,2,6.618738983517219,0
2,2,6.774223886357614,1
3,3,6.9411900550683745,0
3,3,7.334981878871814,0
2,2,6.710523109452428,0
3,3,7.126890808898808,0
3,3,7.090076835776092,0
2,2,6.88653164253051,0
1,2,5.703782474656201,1
3,3,7.090076835776092,0
3,3,7.057897937411856,0
3,3,7.090076835776092,0
3,3,7.313220387090301,0
2,3,6.877296071497429,0
3,3,7.210079628170788,0
2,2,7.003065458786462,1
2,2,6.763884908562435,0
2,2,6.802394763324311,0
2,2,6.907755278982137,1
3,3,7.249925536717988,0
3,3,7.269616749608169,0
3,3,7.488293515159428,0
2,2,5.247024072160486,1
3,3,7.1592919047975645,0
2,2,6.569481420414296,0
3,3,7.1891677384203225,1
3,3,7.003065458786462,0
2,3,7.003065458786462,0
3,3,7.2456550675945355,0
2,2,6.833031732786201,0
1,1,6.1092475827643655,0
2,2,6.4692503167957724,0
2,3,7.508238774678663,0
3,3,7.090076835776092,0
2,3,7.277247726631484,0
2,2,6.669498089857879,0
1,1,5.298317366548036,1
3,3,7.111512116496157,0
1,1,6.12029741895095,0
2,2,6.907755278982137,0
2,2,6.535241271013659,0
3,3,7.438971592395862,0
1,1,6.214608098422191,1
2,2,6.745236349484363,0
2,2,7.237778191923443,0
2,2,6.461468176353717,0
2,1,6.376726947898627,0
2,3,7.29641326877392,0
3,3,7.090076835776092,0
2,2,6.684611727667927,1
2,2,6.586171654854675,0
2,2,6.421622267806518,0
3,3,7.161622002939187,0
2,2,6.507277712385012,0
2,2,7.143617602704121,0
3,3,7.2399325913204695,0
2,2,6.811244378601294,0
3,3,7.45298232946546,0
2,2,6.492239835020471,0
3,3,7.057036981697891,0
2,2,6.907755278982137,1
2,3,6.7912214627261855,0
2,2,7.110696122978827,0
1,2,6.455198563340122,0
2,2,6.551080335043404,0
2,2,6.907755278982137,0
3,3,7.090076835776092,0
3,3,7.1808311990445555,0
2,3,6.9726062513017535,0
2,2,6.769641976852503,0
1,2,5.298317366548036,1
2,3,6.836259277277067,0
2,2,6.733401891837359,1
2,2,6.522092798170152,0
2,2,6.396929655216146,1
1,1,6.396929655216146,0
3,3,6.9975959829819265,0
2,2,6.663132695990803,1
2,2,7.261225091971921,1
2,2,6.70196036600254,0
2,2,6.762729506931879,0
1,1,6.214608098422191,1
2,2,6.54534966033442,0
2,2,7.00033446027523,1
2,2,6.729824070489475,0
2,2,6.60934924316738,0
3,3,7.0707241072602764,0
3,3,7.090076835776092,0
2,2,6.745236349484363,1
1,1,6.298949246855942,0
1,2,7.090076835776092,1
1,2,6.684611727667927,1
3,3,7.516433302915632,0
3,3,7.090076835776092,0
3,3,6.994849985833071,0
2,2,6.80128303447162,1
3,3,7.3777589082278725,1
2,1,6.169610732491456,0
2,2,6.529418838262226,0
1,1,6.156978985585555,0
1,1,5.598421958998375,1
2,3,7.325807502595773,1
2,1,6.159095388491933,0
2,2,6.99117688712121,0
3,3,7.462214939768189,1
1,1,6.1092475827643655,1
3,3,7.313220387090301,0
2,2,6.815639990074331,0
2,3,6.895682697747868,0
3,3,7.134093721192866,0
2,2,6.587550014824796,0
2,2,6.601230118728877,0
1,1,5.703782474656201,0
1,2,6.802394763324311,1
3,3,7.090076835776092,0
3,3,7.090076835776092,0
2,2,6.612041034833092,0
3,3,7.090076835776092,0
3,3,7.234177179749849,0
2,2,6.670766320845874,0
2,3,7.495541943884256,1
2,2,7.301147805856032,1
3,3,7.090076835776092,0
1,1,6.298949246855942,0
2,2,6.492239835020471,0
2,2,6.92951677076365,0
2,3,7.495541943884256,0
2,2,7.142827401161621,0
2,2,7.471932078245122,0
2,2,6.6895992691789665,0
3,3,7.134093721192866,0
2,2,6.551080335043404,0
2,2,6.79794041297493,0
2,2,6.541029999189903,0
2,2,6.431331081933479,0
2,2,6.884486652042782,1
2,2,6.717804695023691,0
2,2,6.490723534502507,0
2,2,6.453624998892692,1
3,3,6.838405200847344,0
2,2,7.2305631534092925,0
2,2,6.9584483932976555,0
3,3,7.612336837167746,0
2,2,6.731018100482083,0
2,2,6.634633357861686,0
2,1,6.214608098422191,1
1,1,6.0867747269123065,0
3,3,7.246368080102461,1
2,2,6.6052979209482015,0
3,3,7.289610521451167,0
2,2,4.605170185988092,1
2,2,6.450470422144176,0
3,3,7.141245122350491,0
2,2,6.802394763324311,0
2,2,6.47543271670409,0
2,2,6.7357800142423265,0
2,2,6.551080335043404,0
2,2,6.546785410760524,0
2,2,7.170119543449628,1
2,2,6.551080335043404,0
3,3,7.210079628170788,0
3,3,7.552762084214147,0
2,2,6.584791392385716,0
3,3,7.146772179452637,0
2,3,7.1308988302963465,0
3,3,6.811244378601294,0
3,3,7.5822291942764615,0
2,2,6.841615476477592,0
2,2,6.620073206530356,0
3,3,7.1252830915107115,0
3,3,7.507690077819904,0
2,2,6.80903930604298,0
3,3,7.098375638590786,0
2,2,7.090076835776092,1
2,2,6.573680166960646,0
3,3,7.27931883541462,0
3,3,7.090076835776092,0
2,3,6.802394763324311,0
2,2,6.679599185844383,0
1,1,6.522092798170152,1
2,2,6.47543271670409,0
3,3,7.090076835776092,0
2,2,6.802394763324311,0
3,3,7.438383530044307,1
2,2,6.569481420414296,0
2,2,6.568077911411976,0
3,3,7.090076835776092,0
3,3,7.090076835776092,0
3,3,7.090076835776092,0
2,2,6.841615476477592,0
2,2,6.818924065275521,0
2,2,6.907755278982137,1
3,3,7.59488438721652,0
2,2,6.928537818164665,0
2,1,6.163314804034641,0
3,3,7.313220387090301,0
2,2,6.620073206530356,1
3,3,7.24422751560335,0
3,3,7.111512116496157,0
3,3,7.592870287844818,0
3,3,7.600902459542082,0
2,2,6.620073206530356,0
3,3,7.217443431696533,0
1,1,6.214608098422191,0
3,3,7.165493475060845,0
2,3,7.280697195384741,0
3,3,7.176254532017144,0
1,1,6.551080335043404,1
2,2,6.802394763324311,0
3,3,7.573017256052546,0
2,3,7.232733136177615,0
2,2,6.489204931325317,0
2,1,6.396929655216146,0
3,3,7.090076835776092,0
1,1,5.298317366548036,0
2,3,7.299797366758161,0
3,3,7.38025578842646,1
2,2,6.75110146893676,0
3,3,7.600902459542082,1
3,3,7.264730177929867,0
2,2,6.476972362889683,1
2,2,6.505784060128229,0
3,3,7.1592919047975645,0
3,3,7.181591944611865,0
2,2,6.373319789577012,1
1,2,7.090076835776092,1
1,1,5.703782474656201,0
2,3,7.090076835776092,0
2,2,6.78897174299217,0
2,2,6.576469569048224,1
1,2,5.991464547107982,0
2,2,6.551080335043404,0
3,3,7.20414929203594,0
3,3,7.536363938404511,0
2,2,6.634633357861686,0
2,2,6.775366090936392,0
3,3,7.154615356913663,0
2,2,6.663132695990803,0
2,2,6.548219102762372,0
2,2,6.4457198193855785,1
2,2,6.643789733147672,0
2,2,6.576469569048224,0
2,2,6.551080335043404,0
3,3,7.151485463904735,0
1,1,5.521460917862246,1
3,3,7.2868764117507,0
3,3,6.951772164398911,0
2,2,7.4342573821331355,0
3,3,7.037905963447182,0
2,2,6.54534966033442,0
2,3,7.355641102974253,0
2,3,7.1049654482698426,0
2,2,6.669498089857879,0
2,2,7.090076835776092,1
2,2,7.2078598714324755,1
2,2,6.620073206530356,0
2,2,6.476972362889683,0
3,3,7.103322062526113,0
2,2,6.795705775173514,0
2,2,6.214608098422191,0
2,2,6.501289670540389,0
3,3,7.090076835776092,0
1,1,5.991464547107982,0
2,2,7.003065458786462,0
3,3,7.247080584585756,0
3,3,7.457609289715606,0
3,3,7.221105098182496,0
2,2,6.634633357861686,0
2,2,6.71901315438526,0
3,3,7.31986492980897,0
2,3,7.180069874302796,1
3,3,7.112327444710911,0
2,2,6.55250788703459,0
2,2,6.6293632534374485,0
1,1,5.634789603169249,0
3,3,7.587310506022615,1
2,2,6.898714534329988,0
2,2,6.907755278982137,1
3,3,7.138073034044347,0
3,3,7.221105098182496,0
2,2,7.126890808898808,1
2,2,6.610696044717759,0
1,1,6.028278520230698,1
2,2,7.25063551189868,1
2,2,7.069023426578259,1
2,2,6.813444599510896,0
2,2,6.677083461247136,0
2,2,6.78105762593618,0
1,1,5.720311776607412,0
2,3,7.090076835776092,0
2,2,6.990256500493881,0
2,2,6.841615476477592,1
3,3,7.565793282428515,0
3,3,7.518064181233078,0
2,2,6.802394763324311,0
2,3,7.4798641311650265,0
3,3,7.090076835776092,0
1,1,6.522092798170152,1
3,3,7.43543801981455,1
2,2,6.5722825426940075,0
3,3,7.236339342754344,0
1,1,6.396929655216146,1
3,3,7.259819610363186,0
2,2,6.784457062637643,0
1,2,6.684611727667927,1
2,2,6.710523109452428,0
3,3,7.179307969504034,0
2,2,6.741700694652055,0
2,3,7.306531398939505,0
2,2,6.408528791059498,0
2,2,6.645090969505644,0
2,2,6.684611727667927,0
3,3,7.57095858316901,0
2,2,6.904750769961838,0
3,3,7.1372784372603855,0
3,3,7.592366128519796,0
3,3,7.244941546337007,0
3,3,6.9874902470009905,0
2,3,7.27931883541462,0
2,2,6.723832440821209,0
1,2,6.448889394146858,0
2,2,6.7912214627261855,0
2,2,6.776506992372183,0
1,2,5.991464547107982,1
2,2,6.665683717782408,0
3,3,7.24422751560335,0
2,2,6.61338421837956,0
3,3,7.466227556215481,0
3,3,7.121252453244542,0
2,2,6.745236349484363,0
3,3,7.090076835776092,0
2,3,7.173958319756794,1
2,2,6.684611727667927,0
2,2,6.51471269087253,0
3,3,7.090076835776092,0
2,3,7.52294091807237,1
2,2,6.621405651764134,0
3,3,7.369600720526409,0
2,3,7.3777589082278725,1
2,2,7.0317412587631285,1
2,3,7.003065458786462,0
2,3,7.600902459542082,1
3,3,7.133295954896068,0
3,3,7.615791072035833,0
2,2,6.551080335043404,0
2,3,6.907755278982137,0
